evaluation_row_id,candidate_id,alert_id,market_id,event_id,event_family_id,category_key,decision_timestamp,feature_schema_version,candidate_severity_score,alert_severity_rank,has_alert,has_resolution,rule_count,fresh_wallet_count,fresh_wallet_notional_share,directional_imbalance,concentration_ratio,probability_velocity,probability_acceleration,volume_acceleration,market_status_closed,evidence_state,coverage_status,direction,label_success,label_available,liquidity_bucket,event_family_holdout,category_holdout,time_holdout,probability_velocity_abs,probability_acceleration_abs,dataset_partition
candidate:0246f07aa625405d8d8ff24a63e036df,0246f07aa625405d8d8ff24a63e036df,bcff535b93734882b8269cb4fd28e4ac,phase10_holdout_market_validation_055,phase10_holdout_event_validation_055,phase10_holdout_event_validation_055,politics,2026-02-15T05:35:45+00:00,phase6_features_v1,0.65,3,1,1,3,3,0.62,0.74,0.54,0.032,0.012,1.62,0,weakly_public,complete,YES,0.0,True,tight,fold_2_of_5,politics,time_block:2026-02-06:2026-03-08,0.032,0.012,validation
candidate:97038b7bea8340ab9e4b822e34f19844,97038b7bea8340ab9e4b822e34f19844,d5601b7f2a884e27b66ca4cdae10e2a8,phase10_holdout_market_validation_056,phase10_holdout_event_validation_056,phase10_holdout_event_validation_056,sports,2026-02-15T05:37:15+00:00,phase6_features_v1,0.66,3,1,1,3,3,0.62,0.74,0.72,-0.032,-0.012,1.62,0,weakly_public,complete,NO,1.0,True,tight,fold_3_of_5,sports,time_block:2026-02-06:2026-03-08,0.032,0.012,validation
candidate:4746d2c34329483cbe8c98aeb56ad839,4746d2c34329483cbe8c98aeb56ad839,022bde72caee4c2b92436a13851afe4e,phase10_holdout_market_validation_057,phase10_holdout_event_validation_057,phase10_holdout_event_validation_057,crypto,2026-02-15T05:38:45+00:00,phase6_features_v1,0.67,3,1,1,3,5,0.62,0.74,0.54,0.032,0.012,1.62,0,weakly_public,complete,YES,1.0,True,tight,fold_4_of_5,crypto,time_block:2026-02-06:2026-03-08,0.032,0.012,validation
candidate:c88e4c2e698f48168bf39e081424fab6,c88e4c2e698f48168bf39e081424fab6,5960c1a2b94c4e10ad25bc49b77ae7ea,phase10_holdout_market_validation_058,phase10_holdout_event_validation_058,phase10_holdout_event_validation_058,macro,2026-02-15T05:40:15+00:00,phase6_features_v1,0.63,3,1,1,3,5,0.62,0.74,0.72,-0.032,-0.012,1.62,0,weakly_public,complete,NO,0.0,True,tight,fold_5_of_5,macro,time_block:2026-02-06:2026-03-08,0.032,0.012,validation
candidate:3284fcaf2f6d4b12b8eaac139c9e70a8,3284fcaf2f6d4b12b8eaac139c9e70a8,9d9cbb0ab5d944ce9dca81a53a20b760,phase10_holdout_market_validation_059,phase10_holdout_event_validation_059,phase10_holdout_event_validation_059,politics,2026-02-15T05:41:45+00:00,phase6_features_v1,0.64,3,1,1,3,3,0.62,0.74,0.54,0.032,0.012,1.62,0,weakly_public,complete,YES,0.0,True,tight,fold_1_of_5,politics,time_block:2026-02-06:2026-03-08,0.032,0.012,validation
candidate:f562b03bf6b9463c88e3622b515c10d4,f562b03bf6b9463c88e3622b515c10d4,dd0999fe9d0049449366daab94efa1bb,phase10_holdout_market_validation_060,phase10_holdout_event_validation_060,phase10_holdout_event_validation_060,sports,2026-02-15T05:43:15+00:00,phase6_features_v1,0.65,3,1,1,3,3,0.62,0.74,0.72,-0.032,-0.012,1.62,0,weakly_public,complete,NO,1.0,True,tight,fold_2_of_5,sports,time_block:2026-02-06:2026-03-08,0.032,0.012,validation
candidate:0d931327faee416aa5b8e316bea8b90c,0d931327faee416aa5b8e316bea8b90c,7f81a6e8094845e9bb3567471760146a,phase10_holdout_market_validation_061,phase10_holdout_event_validation_061,phase10_holdout_event_validation_061,crypto,2026-02-15T05:44:45+00:00,phase6_features_v1,0.66,3,1,1,3,5,0.62,0.74,0.54,0.032,0.012,1.62,0,weakly_public,complete,YES,1.0,True,tight,fold_3_of_5,crypto,time_block:2026-02-06:2026-03-08,0.032,0.012,validation
candidate:1a8ddbb74a9349b789cdf0467f0883a4,1a8ddbb74a9349b789cdf0467f0883a4,173e255edbb24060b1547a7a6932134e,phase10_holdout_market_validation_062,phase10_holdout_event_validation_062,phase10_holdout_event_validation_062,macro,2026-02-15T05:46:15+00:00,phase6_features_v1,0.67,3,1,1,3,5,0.62,0.74,0.72,-0.032,-0.012,1.62,0,weakly_public,complete,NO,0.0,True,tight,fold_4_of_5,macro,time_block:2026-02-06:2026-03-08,0.032,0.012,validation
candidate:5ecf2593051b4bceaf0d3c7b1c8803c5,5ecf2593051b4bceaf0d3c7b1c8803c5,9965c6a91b884f98a1bca7f7f619ae86,phase10_holdout_market_validation_063,phase10_holdout_event_validation_063,phase10_holdout_event_validation_063,politics,2026-02-15T05:47:45+00:00,phase6_features_v1,0.63,3,1,1,3,3,0.62,0.74,0.54,0.032,0.012,1.62,0,weakly_public,complete,YES,0.0,True,tight,fold_5_of_5,politics,time_block:2026-02-06:2026-03-08,0.032,0.012,validation
candidate:fc91a86470c944d4956f4ae8e001a187,fc91a86470c944d4956f4ae8e001a187,50799fd5cc524b3ba368118227351138,phase10_holdout_market_validation_064,phase10_holdout_event_validation_064,phase10_holdout_event_validation_064,sports,2026-02-15T05:49:15+00:00,phase6_features_v1,0.64,3,1,1,3,3,0.62,0.74,0.72,-0.032,-0.012,1.62,0,weakly_public,complete,NO,1.0,True,tight,fold_1_of_5,sports,time_block:2026-02-06:2026-03-08,0.032,0.012,validation
candidate:4af14d77d71449e5b828fb30d3858b54,4af14d77d71449e5b828fb30d3858b54,0e1b1f2e80b74d2e8cd1c026499ec592,phase10_holdout_market_test_065,phase10_holdout_event_test_065,phase10_holdout_event_test_065,crypto,2026-03-15T05:02:45+00:00,phase6_features_v1,0.63,3,1,1,3,5,0.62,0.74,0.54,0.032,0.012,1.62,0,weakly_public,complete,YES,1.0,True,tight,fold_1_of_5,crypto,time_block:2026-03-08:2026-04-07,0.032,0.012,test
candidate:359fda6c1b96480abc31822cf79e39de,359fda6c1b96480abc31822cf79e39de,c7c9df2dd6ee407bb7948b67b0650201,phase10_holdout_market_test_066,phase10_holdout_event_test_066,phase10_holdout_event_test_066,macro,2026-03-15T05:04:15+00:00,phase6_features_v1,0.64,3,1,1,3,5,0.62,0.74,0.72,-0.032,-0.012,1.62,0,weakly_public,complete,NO,0.0,True,tight,fold_2_of_5,macro,time_block:2026-03-08:2026-04-07,0.032,0.012,test
candidate:39ddd9f5d0894404ac30a0ca94c5c748,39ddd9f5d0894404ac30a0ca94c5c748,2fe1af89cb7d412aa999a502fe250b9d,phase10_holdout_market_test_067,phase10_holdout_event_test_067,phase10_holdout_event_test_067,politics,2026-03-15T05:05:45+00:00,phase6_features_v1,0.65,3,1,1,3,3,0.62,0.74,0.54,0.032,0.012,1.62,0,weakly_public,complete,YES,0.0,True,tight,fold_3_of_5,politics,time_block:2026-03-08:2026-04-07,0.032,0.012,test
candidate:212628449a1d4eba8b742a471c4f42c7,212628449a1d4eba8b742a471c4f42c7,83542090e71248469b340bdf177d669b,phase10_holdout_market_test_068,phase10_holdout_event_test_068,phase10_holdout_event_test_068,sports,2026-03-15T05:07:15+00:00,phase6_features_v1,0.66,3,1,1,3,3,0.62,0.74,0.72,-0.032,-0.012,1.62,0,weakly_public,complete,NO,1.0,True,tight,fold_4_of_5,sports,time_block:2026-03-08:2026-04-07,0.032,0.012,test
candidate:211d9460d5cb4ef5a7e20475e3ee28d3,211d9460d5cb4ef5a7e20475e3ee28d3,8107467803f04df982b50a32c2624e77,phase10_holdout_market_test_069,phase10_holdout_event_test_069,phase10_holdout_event_test_069,crypto,2026-03-15T05:08:45+00:00,phase6_features_v1,0.67,3,1,1,3,5,0.62,0.74,0.54,0.032,0.012,1.62,0,weakly_public,complete,YES,1.0,True,tight,fold_5_of_5,crypto,time_block:2026-03-08:2026-04-07,0.032,0.012,test
candidate:859cfe28aef74b219dcea0f986548096,859cfe28aef74b219dcea0f986548096,0672dc36f462443f901178cff87ed61c,phase10_holdout_market_test_070,phase10_holdout_event_test_070,phase10_holdout_event_test_070,macro,2026-03-15T05:10:15+00:00,phase6_features_v1,0.63,3,1,1,3,5,0.62,0.74,0.72,-0.032,-0.012,1.62,0,weakly_public,complete,NO,0.0,True,tight,fold_1_of_5,macro,time_block:2026-03-08:2026-04-07,0.032,0.012,test
candidate:c2e1645bc9694c8d92fb34d98fc89fb9,c2e1645bc9694c8d92fb34d98fc89fb9,04c3dd93b5d7429799d5e71b48601f4a,phase10_holdout_market_test_071,phase10_holdout_event_test_071,phase10_holdout_event_test_071,politics,2026-03-15T05:11:45+00:00,phase6_features_v1,0.64,3,1,1,3,3,0.62,0.74,0.54,0.032,0.012,1.62,0,weakly_public,complete,YES,0.0,True,tight,fold_2_of_5,politics,time_block:2026-03-08:2026-04-07,0.032,0.012,test
candidate:ab966abfeac3495395abee2dc14917f5,ab966abfeac3495395abee2dc14917f5,4e7e57f162db45dd97a6320fd59f1110,phase10_holdout_market_test_072,phase10_holdout_event_test_072,phase10_holdout_event_test_072,sports,2026-03-15T05:13:15+00:00,phase6_features_v1,0.65,3,1,1,3,3,0.62,0.74,0.72,-0.032,-0.012,1.62,0,weakly_public,complete,NO,1.0,True,tight,fold_3_of_5,sports,time_block:2026-03-08:2026-04-07,0.032,0.012,test
candidate:f99215b71249465c99a619b911bd4ac0,f99215b71249465c99a619b911bd4ac0,23981781978e4323bfd037199107adb6,phase10_holdout_market_test_073,phase10_holdout_event_test_073,phase10_holdout_event_test_073,crypto,2026-03-15T05:14:45+00:00,phase6_features_v1,0.66,3,1,1,3,5,0.62,0.74,0.54,0.032,0.012,1.62,0,weakly_public,complete,YES,1.0,True,tight,fold_4_of_5,crypto,time_block:2026-03-08:2026-04-07,0.032,0.012,test
candidate:f49e641e01eb44a092e9965c420fd720,f49e641e01eb44a092e9965c420fd720,4e98fa5ebb754a839c310c9f4bb8c771,phase10_holdout_market_test_074,phase10_holdout_event_test_074,phase10_holdout_event_test_074,macro,2026-03-15T05:16:15+00:00,phase6_features_v1,0.67,3,1,1,3,5,0.62,0.74,0.72,-0.032,-0.012,1.62,0,weakly_public,complete,NO,0.0,True,tight,fold_5_of_5,macro,time_block:2026-03-08:2026-04-07,0.032,0.012,test
candidate:898de6d72ffc4a99a6d155f029a775b3,898de6d72ffc4a99a6d155f029a775b3,0e3e1a2c22aa4ea39045dd72c0bd7466,phase10_holdout_market_test_075,phase10_holdout_event_test_075,phase10_holdout_event_test_075,politics,2026-03-15T05:17:45+00:00,phase6_features_v1,0.63,3,1,1,3,3,0.62,0.74,0.54,0.032,0.012,1.62,0,weakly_public,complete,YES,0.0,True,tight,fold_1_of_5,politics,time_block:2026-03-08:2026-04-07,0.032,0.012,test
candidate:b5ab5666dcca49f68ea246553d2e40c5,b5ab5666dcca49f68ea246553d2e40c5,42177d318bc04fc79a4cc57ac68f980e,phase10_holdout_market_test_076,phase10_holdout_event_test_076,phase10_holdout_event_test_076,sports,2026-03-15T05:19:15+00:00,phase6_features_v1,0.64,3,1,1,3,3,0.62,0.74,0.72,-0.032,-0.012,1.62,0,weakly_public,complete,NO,1.0,True,tight,fold_2_of_5,sports,time_block:2026-03-08:2026-04-07,0.032,0.012,test
candidate:e7476167d6494bdab9d7f46b5bf49461,e7476167d6494bdab9d7f46b5bf49461,26fdc66a719c4ca2b400adf78ed983da,phase10_holdout_market_test_077,phase10_holdout_event_test_077,phase10_holdout_event_test_077,crypto,2026-03-15T05:20:45+00:00,phase6_features_v1,0.65,3,1,1,3,5,0.62,0.74,0.54,0.032,0.012,1.62,0,weakly_public,complete,YES,1.0,True,tight,fold_3_of_5,crypto,time_block:2026-03-08:2026-04-07,0.032,0.012,test
candidate:3f8483ad888543b9877abee61d030236,3f8483ad888543b9877abee61d030236,045d0af7a531472c940b46dc224d76d0,phase10_holdout_market_test_078,phase10_holdout_event_test_078,phase10_holdout_event_test_078,macro,2026-03-15T05:22:15+00:00,phase6_features_v1,0.66,3,1,1,3,5,0.62,0.74,0.72,-0.032,-0.012,1.62,0,weakly_public,complete,NO,0.0,True,tight,fold_4_of_5,macro,time_block:2026-03-08:2026-04-07,0.032,0.012,test
candidate:78ca2a19abc940d8b96d3e202461da8b,78ca2a19abc940d8b96d3e202461da8b,cc001c33e7ba49e9b4ec7de466c796f5,phase10_holdout_market_test_079,phase10_holdout_event_test_079,phase10_holdout_event_test_079,politics,2026-03-15T05:23:45+00:00,phase6_features_v1,0.67,3,1,1,3,3,0.62,0.74,0.54,0.032,0.012,1.62,0,weakly_public,complete,YES,0.0,True,tight,fold_5_of_5,politics,time_block:2026-03-08:2026-04-07,0.032,0.012,test
candidate:0dae0753356243b3bf14e68b28bf7e5b,0dae0753356243b3bf14e68b28bf7e5b,bf96a6239005440bbff8209910a8cfff,phase10_holdout_market_test_080,phase10_holdout_event_test_080,phase10_holdout_event_test_080,sports,2026-03-15T05:25:15+00:00,phase6_features_v1,0.63,3,1,1,3,3,0.62,0.74,0.72,-0.032,-0.012,1.62,0,weakly_public,complete,NO,1.0,True,tight,fold_1_of_5,sports,time_block:2026-03-08:2026-04-07,0.032,0.012,test
candidate:00baa1cb1e4449dcb27734cc6b056314,00baa1cb1e4449dcb27734cc6b056314,366147715a8f425e98a8b6a411552ed2,phase10_holdout_market_test_081,phase10_holdout_event_test_081,phase10_holdout_event_test_081,crypto,2026-03-15T05:26:45+00:00,phase6_features_v1,0.64,3,1,1,3,5,0.62,0.74,0.54,0.032,0.012,1.62,0,weakly_public,complete,YES,1.0,True,tight,fold_2_of_5,crypto,time_block:2026-03-08:2026-04-07,0.032,0.012,test
candidate:672991f28ae14cd7aedf22b8f8ba9113,672991f28ae14cd7aedf22b8f8ba9113,ef2028e200594ead8d83f803ed70dc5b,phase10_holdout_market_test_082,phase10_holdout_event_test_082,phase10_holdout_event_test_082,macro,2026-03-15T05:28:15+00:00,phase6_features_v1,0.65,3,1,1,3,5,0.62,0.74,0.72,-0.032,-0.012,1.62,0,weakly_public,complete,NO,0.0,True,tight,fold_3_of_5,macro,time_block:2026-03-08:2026-04-07,0.032,0.012,test
candidate:c7d9e99187f340bf933eb5738ee69f69,c7d9e99187f340bf933eb5738ee69f69,56bc956feb57406480024fedf1612e71,phase10_holdout_market_test_083,phase10_holdout_event_test_083,phase10_holdout_event_test_083,politics,2026-03-15T05:29:45+00:00,phase6_features_v1,0.66,3,1,1,3,3,0.62,0.74,0.54,0.032,0.012,1.62,0,weakly_public,complete,YES,0.0,True,tight,fold_4_of_5,politics,time_block:2026-03-08:2026-04-07,0.032,0.012,test
candidate:d7af97a7a6834ff9ae84a6568f5cd003,d7af97a7a6834ff9ae84a6568f5cd003,db5d7e9079dc4a47a49797a3d0efca05,phase10_holdout_market_test_084,phase10_holdout_event_test_084,phase10_holdout_event_test_084,sports,2026-03-15T05:31:15+00:00,phase6_features_v1,0.67,3,1,1,3,3,0.62,0.74,0.72,-0.032,-0.012,1.62,0,weakly_public,complete,NO,1.0,True,tight,fold_5_of_5,sports,time_block:2026-03-08:2026-04-07,0.032,0.012,test
candidate:30b2511755d3460583829191220fb21d,30b2511755d3460583829191220fb21d,5bbc224cb0dd4b64ae2735c2539acf70,phase10_holdout_market_test_085,phase10_holdout_event_test_085,phase10_holdout_event_test_085,crypto,2026-03-15T05:32:45+00:00,phase6_features_v1,0.63,3,1,1,3,5,0.62,0.74,0.54,0.032,0.012,1.62,0,weakly_public,complete,YES,1.0,True,tight,fold_1_of_5,crypto,time_block:2026-03-08:2026-04-07,0.032,0.012,test
candidate:b01680bfb43346dcae197b2e5ffd40b8,b01680bfb43346dcae197b2e5ffd40b8,7e4c148a71594cd18f14f9ae4a8c200a,phase10_holdout_market_test_086,phase10_holdout_event_test_086,phase10_holdout_event_test_086,macro,2026-03-15T05:34:15+00:00,phase6_features_v1,0.64,3,1,1,3,5,0.62,0.74,0.72,-0.032,-0.012,1.62,0,weakly_public,complete,NO,0.0,True,tight,fold_2_of_5,macro,time_block:2026-03-08:2026-04-07,0.032,0.012,test
candidate:e4b1e5539b284760aeef5918bdf81949,e4b1e5539b284760aeef5918bdf81949,eb7f43d21a4e4ba592a49c5feb110aa8,phase10_holdout_market_test_087,phase10_holdout_event_test_087,phase10_holdout_event_test_087,politics,2026-03-15T05:35:45+00:00,phase6_features_v1,0.65,3,1,1,3,3,0.62,0.74,0.54,0.032,0.012,1.62,0,weakly_public,complete,YES,0.0,True,tight,fold_3_of_5,politics,time_block:2026-03-08:2026-04-07,0.032,0.012,test
candidate:7e4cf067807547cbbf649ef4392d8a9e,7e4cf067807547cbbf649ef4392d8a9e,1930b43ecfa04783b5ba14c4ed2aaed3,phase10_holdout_market_test_088,phase10_holdout_event_test_088,phase10_holdout_event_test_088,sports,2026-03-15T05:37:15+00:00,phase6_features_v1,0.66,3,1,1,3,3,0.62,0.74,0.72,-0.032,-0.012,1.62,0,weakly_public,complete,NO,1.0,True,tight,fold_4_of_5,sports,time_block:2026-03-08:2026-04-07,0.032,0.012,test
candidate:6c288ec10b9b42968e3301dc61681c9a,6c288ec10b9b42968e3301dc61681c9a,8f6a7044d9294165ab2e828edb4fa588,phase10_holdout_market_test_089,phase10_holdout_event_test_089,phase10_holdout_event_test_089,crypto,2026-03-15T05:38:45+00:00,phase6_features_v1,0.67,3,1,1,3,5,0.62,0.74,0.54,0.032,0.012,1.62,0,weakly_public,complete,YES,1.0,True,tight,fold_5_of_5,crypto,time_block:2026-03-08:2026-04-07,0.032,0.012,test
candidate:7bea889e1674478bb4f40a633f2ff054,7bea889e1674478bb4f40a633f2ff054,bfbed16b7c0542b7a5dde127911a47fd,phase10_holdout_market_test_090,phase10_holdout_event_test_090,phase10_holdout_event_test_090,macro,2026-03-15T05:40:15+00:00,phase6_features_v1,0.63,3,1,1,3,5,0.62,0.74,0.72,-0.032,-0.012,1.62,0,weakly_public,complete,NO,0.0,True,tight,fold_1_of_5,macro,time_block:2026-03-08:2026-04-07,0.032,0.012,test
candidate:6bc5de482ef747c6b630a65ca2c3a7fe,6bc5de482ef747c6b630a65ca2c3a7fe,e7b5e8bc1c0d4342980b573869ca6a54,phase10_holdout_market_test_091,phase10_holdout_event_test_091,phase10_holdout_event_test_091,politics,2026-03-15T05:41:45+00:00,phase6_features_v1,0.64,3,1,1,3,3,0.62,0.74,0.54,0.032,0.012,1.62,0,weakly_public,complete,YES,0.0,True,tight,fold_2_of_5,politics,time_block:2026-03-08:2026-04-07,0.032,0.012,test
candidate:182065d0265047f6872f0d69dc667f78,182065d0265047f6872f0d69dc667f78,02747f54872e4560a16f116b9738fbd3,phase10_holdout_market_test_092,phase10_holdout_event_test_092,phase10_holdout_event_test_092,sports,2026-03-15T05:43:15+00:00,phase6_features_v1,0.65,3,1,1,3,3,0.62,0.74,0.72,-0.032,-0.012,1.62,0,weakly_public,complete,NO,1.0,True,tight,fold_3_of_5,sports,time_block:2026-03-08:2026-04-07,0.032,0.012,test
candidate:cf1e4edb3fd24e7a99588f1f16b325cd,cf1e4edb3fd24e7a99588f1f16b325cd,86a68099112143aea8768a85b684c814,phase10_holdout_market_test_093,phase10_holdout_event_test_093,phase10_holdout_event_test_093,crypto,2026-03-15T05:44:45+00:00,phase6_features_v1,0.66,3,1,1,3,5,0.62,0.74,0.54,0.032,0.012,1.62,0,weakly_public,complete,YES,1.0,True,tight,fold_4_of_5,crypto,time_block:2026-03-08:2026-04-07,0.032,0.012,test
candidate:e03305486500441892e094f95414ecc2,e03305486500441892e094f95414ecc2,137d4c0c4a3e45539a6de2c57f010613,phase10_holdout_market_test_094,phase10_holdout_event_test_094,phase10_holdout_event_test_094,macro,2026-03-15T05:46:15+00:00,phase6_features_v1,0.67,3,1,1,3,5,0.62,0.74,0.72,-0.032,-0.012,1.62,0,weakly_public,complete,NO,0.0,True,tight,fold_5_of_5,macro,time_block:2026-03-08:2026-04-07,0.032,0.012,test
candidate:c1c5275f06b3436f8c1bb7a9428063b2,c1c5275f06b3436f8c1bb7a9428063b2,6de4cbb36d1240d2a792008e8bb9de2e,phase10_holdout_market_test_095,phase10_holdout_event_test_095,phase10_holdout_event_test_095,politics,2026-03-15T05:47:45+00:00,phase6_features_v1,0.63,3,1,1,3,3,0.62,0.74,0.54,0.032,0.012,1.62,0,weakly_public,complete,YES,0.0,True,tight,fold_1_of_5,politics,time_block:2026-03-08:2026-04-07,0.032,0.012,test
candidate:d857880f2f6e4e999b89c9e1cbefafe3,d857880f2f6e4e999b89c9e1cbefafe3,af0b465c89bc4989a54496ff1cdc507e,phase10_holdout_market_test_096,phase10_holdout_event_test_096,phase10_holdout_event_test_096,sports,2026-03-15T05:49:15+00:00,phase6_features_v1,0.64,3,1,1,3,3,0.62,0.74,0.72,-0.032,-0.012,1.62,0,weakly_public,complete,NO,1.0,True,tight,fold_2_of_5,sports,time_block:2026-03-08:2026-04-07,0.032,0.012,test
